nr,typ_nosnika,miasto,adres,szerokosc_m,wysokosc_m,powierzchnia_m2,podswietlany,cena,jednostka_ceny,cena_netto,price_negotiable,email_kontaktowy,telefon,status,link_zdjecia,ma_zdjecie,url_zrodlo
358_01,billboard,Kłodzko,Boguszyn,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/358_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/358_01/klodzko---boguszyn
358_02,billboard,Kłodzko,"Boguszyn, za stacją ORLEN",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/358_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/358_02/klodzko---boguszyn-za-stacja-orlen
359,billboard,Szalejów Górny,Zjazd na Polanicę-Zdrój,10.13,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/359_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/359/szalejow-gorny---zjazd-na-polanice-zdroj
360_01,billboard,Otmuchów,wylot z miasta,12.32,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/360_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/360_01/otmuchow---wylot-z-miasta
360_02,billboard,Otmuchów,wjazd do miasta,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/360_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/360_02/otmuchow---wjazd-do-miasta
362,billboard,Kłodzko,"Obwodnica Kłodzka, przy Galerii Twierdza",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/362_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/362/klodzko---obwodnica-klodzka-przy-galerii-twierdza
391,billboard,Polanica Zdrój,Parking Biedronka,5.05,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/391_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/391/polanica-zdroj---parking-biedronka
392,billboard,Polanica Zdrój,Parking Biedronka,5.05,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/392_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/392/polanica-zdroj---parking-biedronka
393_01,billboard,Bardo,"Wyjazd z Barda, dojazd do Kłodzka",10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/393_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/393_01/bardo---wyjazd-z-barda-dojazd-do-klodzka
393_02,billboard,Bardo,Wjazd do Barda,10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/393_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/393_02/bardo---wjazd-do-barda
394_01,billboard,Bardo,"Wyjazd z Barda, dojazd do Kłodzka",10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/394_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/394_01/bardo---wyjazd-z-barda-dojazd-do-klodzka
394_02,billboard,Bardo,Wjazd do Barda,10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/394_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/394_02/bardo---wjazd-do-barda
402_01,billboard,Polanica Zdrój,Polanica-Zdrój - Wolany,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/402_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/402_01/polanica-zdroj---polanica-zdroj-wolany
402_02,billboard,Polanica Zdrój,Polanica-Zdrój - Wolany,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/402_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/402_02/polanica-zdroj---polanica-zdroj-wolany
404_01,billboard,Szalejów Górny,,10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/404_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/404_01/szalejow-gorny
404_02,billboard,Szalejów Górny,,10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/404_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/404_02/szalejow-gorny
405_01,billboard,Sidzina,Droga nr 46 Opole - Nysa,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/405_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/405_01/sidzina---droga-nr-46-opole-nysa
405_02,billboard,Sidzina,Droga nr 46 Nysa - Opole,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/405_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/405_02/sidzina---droga-nr-46-nysa-opole
406_01,billboard,Ząbkowice Śląskie,"Ząbkowice Śląskie, nowa obwodnica",12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/406_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/406_01/zabkowice-slaskie---zabkowice-slaskie-nowa-obwodnica
406_02,billboard,Ząbkowice Śląskie,"Ząbkowice Śląskie, nowa obwodnica",12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/406_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/406_02/zabkowice-slaskie---zabkowice-slaskie-nowa-obwodnica
407,billboard,Ząbkowice Śląskie,"Ząbkowice Śląskie, nowa obwodnica",5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/407_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/407/zabkowice-slaskie---zabkowice-slaskie-nowa-obwodnica
408,billboard,Ząbkowice Śląskie,"Ząbkowice Śląskie, nowa obwodnica",5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/408_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/408/zabkowice-slaskie---zabkowice-slaskie-nowa-obwodnica
409,billboard,Ząbkowice Śląskie,"Ząbkowice Śląskie, nowa obwodnica",10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/409_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/409/zabkowice-slaskie---zabkowice-slaskie-nowa-obwodnica
410,billboard,Jaszkówka,Wyjazd w kierunku Kłodzka,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/410_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/410/jaszkowka---wyjazd-w-kierunku-klodzka
411,billboard,Nowa Ruda - Słupiec,Wyjazd w kierunku Kłodzka,5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/411_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/411/nowa-ruda-slupiec---wyjazd-w-kierunku-klodzka
412,billboard,Przerzeczyn-Zdrój,"obszar zabudowany, droga tranzytowa",9.07,2.86,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/412_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/412/przerzeczyn-zdroj---obszar-zabudowany-droga-tranzytowa
413_02,billboard,Kłodzko,"ul. Warty, wjad do Kłodzka",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/413_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/413_02/klodzko---ul-warty-wjad-do-klodzka
414,billboard,Złoty Stok,"ul. Kłodzka, obok marketów",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/414_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/414/zloty-stok---ul-klodzka-obok-marketow
415,billboard,Kłodzko,"Kłodzko, ul. Dusznicka",6.04,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/415_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/415/klodzko---klodzko-ul-dusznicka
417_01,billboard,Kłodzko,Obwodnica Kłodzka,9.07,2.88,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/417_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/417_01/klodzko---obwodnica-klodzka
417_02,billboard,Kłodzko,Obwodnica Kłodzka,9.07,2.88,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/417_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/417_02/klodzko---obwodnica-klodzka
418_01,billboard,Braszowice,Braszowice,12.1,3.06,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/418_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/418_01/braszowice---braszowice
418_02,billboard,Braszowice,Braszowice,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/418_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/418_02/braszowice---braszowice
419,billboard,Szklary,Szklary,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/419_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/419/szklary---szklary
419_02,billboard,Szklary,Szklary,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/419_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/419_02/szklary---szklary
421_01,billboard,Kłodzko,"ul. Noworudzka, kier. Galeria Twierdza",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/421_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/421_01/klodzko---ul-noworudzka-kier-galeria-twierdza
421_02,billboard,Kłodzko,"ul. Noworudzka, kier. centrum",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/421_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/421_02/klodzko---ul-noworudzka-kier-centrum
422_01,billboard,Kłodzko,"ul. Noworudzka, kier. Galeria Twierdza",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/422_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/422_01/klodzko---ul-noworudzka-kier-galeria-twierdza
422_02,billboard,Kłodzko,"ul. Noworudzka, kier. centrum",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/422_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/422_02/klodzko---ul-noworudzka-kier-centrum
423_01,billboard,Kłodzko,"ul. Noworudzka, kier. Galeria Twierdza",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/423_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/423_01/klodzko---ul-noworudzka-kier-galeria-twierdza
423_02,billboard,Kłodzko,"ul. Noworudzka, kier. centrum",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/423_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/423_02/klodzko---ul-noworudzka-kier-centrum
424_01,billboard,Kłodzko,"ul. Noworudzka, kier. Galeria Twierdza",9.07,2.86,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/424_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/424_01/klodzko---ul-noworudzka-kier-galeria-twierdza
424_02,billboard,Kłodzko,"ul. Noworudzka, kier. centrum",9.07,2.86,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/424_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/424_02/klodzko---ul-noworudzka-kier-centrum
425_01,billboard,Ząbkowice,Wjazd od strony Wrocławia,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/425_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/425_01/zabkowice---wjazd-od-strony-wroclawia
426,billboard,Kudowa Zdrój,DK-8 kier. centrum od granicy,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/426_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/426/kudowa-zdroj---dk-8-kier-centrum-od-granicy
427_01,billboard,Ząbkowice Śląskie,DK-8 kier. Kłodzko,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/427_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/427_01/zabkowice-slaskie---dk-8-kier-klodzko
427_02,billboard,Ząbkowice Śląskie,DK-8 kier. Wrocław,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/427_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/427_02/zabkowice-slaskie---dk-8-kier-wroclaw
428_01,billboard,Krosnowice (k. Kłodzka),Obwodnica Kłodzka DK-33,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/428_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/428_01/krosnowice-k-klodzka---obwodnica-klodzka-dk-33
428_02,billboard,Krosnowice (k. Kłodzka),Obwodnica Kłodzka DK-33,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/428_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/428_02/krosnowice-k-klodzka---obwodnica-klodzka-dk-33
429,billboard,Złoty Stok,"ul. Kłodzka, obok marketów",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/429_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/429/zloty-stok---ul-klodzka-obok-marketow
430,billboard,Kłodzko,"Kłodzko, ul. Dusznicka",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/430_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/430/klodzko---klodzko-ul-dusznicka
431,billboard,Kłodzko,Rondo obok Castoramy,5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/431_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/431/klodzko---rondo-obok-castoramy
432,billboard,Kłodzko,Rondo obok Castoramy,5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/432_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/432/klodzko---rondo-obok-castoramy
433_01,billboard,Krosnowice (k. Kłodzka),Obwodnica Kłodzka DK-33,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/433_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/433_01/krosnowice-k-klodzka---obwodnica-klodzka-dk-33
433_02,billboard,Krosnowice (k. Kłodzka),Obwodnica Kłodzka DK-33,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/433_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/433_02/krosnowice-k-klodzka---obwodnica-klodzka-dk-33
434_01,billboard,Krosnowice (k. Kłodzka),Obwodnica Kłodzka DK-33,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/434_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/434_01/krosnowice-k-klodzka---obwodnica-klodzka-dk-33
434_02,billboard,Krosnowice (k. Kłodzka),Obwodnica Kłodzka DK-33,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/434_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/434_02/krosnowice-k-klodzka---obwodnica-klodzka-dk-33
435,billboard,Kłodzko,"Obwodnica Kłodzka, przy Galerii Twierdza",12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/435_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/435/klodzko---obwodnica-klodzka-przy-galerii-twierdza
436_01,billboard,Kłodzko,Obwodnica Kłodzka,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/436_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/436_01/klodzko---obwodnica-klodzka
436_02,billboard,Kłodzko,Obwodnica Kłodzka,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/436_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/436_02/klodzko---obwodnica-klodzka
437,billboard,Duszniki-Zdrój,,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/437_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/437/duszniki-zdroj
438_01,billboard,Szklary-Huta,"Szklary-Huta, DK-8",12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/438_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/438_01/szklary-huta---szklary-huta-dk-8
438_02,billboard,Szklary-Huta,"Szklary-Huta, DK-8",12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/438_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/438_02/szklary-huta---szklary-huta-dk-8
439_01,billboard,Wilków Wielki,Wilków Wielki DK-8,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/439_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/439_01/wilkow-wielki---wilkow-wielki-dk-8
439_02,billboard,Wilków Wielki,Wilków Wielki DK-8,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/439_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/439_02/wilkow-wielki---wilkow-wielki-dk-8
440_01,billboard,Wilków Wielki,Wilków Wielki DK-8,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/440_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/440_01/wilkow-wielki---wilkow-wielki-dk-8
440_02,billboard,Wilków Wielki,Wilków Wielki DK-8,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/440_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/440_02/wilkow-wielki---wilkow-wielki-dk-8
441,billboard,Jaszkówka,Jaszkówka,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/441_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/441/jaszkowka---jaszkowka
442,billboard,Kłodzko,"Kłodzko, wyjazd i wjazd do miasta",5.04,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/442_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/442/klodzko---klodzko-wyjazd-i-wjazd-do-miasta
444,billboard,Braszowice,Braszowice DK-8,9.07,2.86,27,,1215,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/444_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/444/braszowice---braszowice-dk-8
446_01,billboard,Kłodzko,"Obwodnica Kłodzka, ul.Piłsudskiego",12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/446_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/446_01/klodzko---obwodnica-klodzka-ulpilsudskiego
446_02,billboard,Kłodzko,"Obwodnica Kłodzka, ul.Piłsudskiego",12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/446_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/446_02/klodzko---obwodnica-klodzka-ulpilsudskiego
447,billboard,Kłodzko,"Spółdzielcza, przy rondzie",5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/447_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/447/klodzko---spoldzielcza-przy-rondzie
448,billboard,Przerzeczyn-Zdrój,"obszar zabudowany, droga tranzytowa",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/448_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/448/przerzeczyn-zdroj---obszar-zabudowany-droga-tranzytowa
449_01,billboard,Kudowa Zdrój,"Jeleniów, DK-8",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/449_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/449_01/kudowa-zdroj---jeleniow-dk-8
449_02,billboard,Kudowa Zdrój,"Jeleniów, DK-8",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/449_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/449_02/kudowa-zdroj---jeleniow-dk-8
450_01,billboard,Kłodzko,obok E.Leclerc,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/450_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/450_01/klodzko---obok-eleclerc
450_02,billboard,Kłodzko,obok E.Leclerc,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/450_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/450_02/klodzko---obok-eleclerc
451_01,billboard,Kłodzko,ul. Noworudzka,5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/451_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/451_01/klodzko---ul-noworudzka
451_02,billboard,Kłodzko,ul. Noworudzka,5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/451_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/451_02/klodzko---ul-noworudzka
452_01,billboard,Niemcza,Skrzyżowanie przy stacji BP,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/452_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/452_01/niemcza---skrzyzowanie-przy-stacji-bp
452_02,billboard,Niemcza,Skrzyżowanie przy stacji BP,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/452_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/452_02/niemcza---skrzyzowanie-przy-stacji-bp
453_01,billboard,Szalejów Górny,,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/453_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/453_01/szalejow-gorny
453_02,billboard,Szalejów Górny,,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/453_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/453_02/szalejow-gorny
454_01,billboard,Szalejów Górny,,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/454_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/454_01/szalejow-gorny
454_02,billboard,Szalejów Górny,,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/454_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/454_02/szalejow-gorny
